EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP,probs_final,membs_select
Gaia EDR3 3044448500749555712,0.011106,0.02177,106.95145857206,-14.12823551132,-0.0071,0.0784,-0.375,0.069,0.476,0.08,17.143316,0.002806,1.754623,0.008446229351590815,0.9975,1
Gaia EDR3 3044448161455877888,-0.025507,0.010833,106.91370225946,-14.13917137361,-0.0266,0.1441,-0.362,0.124,0.542,0.135,18.304186,0.00291,1.280527,0.017747339136498595,0.9954,1
Gaia EDR3 3044448397670337792,0.033253,0.020379,106.97429614733,-14.12962454944,0.0825,0.1293,-0.279,0.115,0.403,0.131,17.925058,0.002884,1.039339,0.011582962650085956,0.9956,1
Gaia EDR3 3044447882274182016,0.000631,-0.013429,106.94065741313,-14.16343514878,0.1118,0.326,-0.438,0.307,0.414,0.365,19.507435,0.003534,1.328148,0.037953668180508826,0.9968,1
Gaia EDR3 3044448264531335936,0.016478,0.00357,106.95699949643,-14.14643539791,0.1634,0.1724,-0.498,0.167,0.533,0.186,18.69394,0.003019,1.081961,0.023367142825095756,0.9974,1
Gaia EDR3 3044448264531346432,0.00743,-0.001661,106.94766905219,-14.15166687544,0.0743,0.07,-0.489,0.076,0.594,0.091,16.918224,0.002803,1.894886,0.007603833057387614,0.998,1
Gaia EDR3 3044448470689770368,0.005658,0.007888,106.94584114826,-14.1421181467,0.1256,0.0985,-0.425,0.099,0.399,0.108,17.680185,0.002854,1.197344,0.012442037395496255,0.9973,1
Gaia EDR3 3044448500749564416,0.016997,0.023319,106.95753282883,-14.12668648522,0.0052,0.0699,-0.31,0.068,0.428,0.084,16.924257,0.002803,1.718046,0.007069622951675412,0.9973,1
Gaia EDR3 3044448573772716800,0.002591,0.024245,106.94267780406,-14.12576133352,0.2085,0.0999,-0.331,0.093,0.395,0.105,17.711128,0.002856,1.055677,0.009559708683055996,0.997,1
Gaia EDR3 3044448573768973568,-0.006311,0.027336,106.93349882366,-14.12266986064,0.1626,0.0838,-0.448,0.075,0.406,0.091,17.120245,0.002816,1.064245,0.007951334944398562,0.9947,1
Gaia EDR3 3044448092736397440,-0.002791,-0.000932,106.9371281968,-14.15093816837,0.2484,0.0802,-0.332,0.063,0.421,0.073,16.980124,0.002808,0.85782,0.007549362047316713,0.998,1
Gaia EDR3 3044447817854755712,0.011734,-0.012814,106.95210767663,-14.16282008568,0.0116,0.1179,-0.483,0.113,0.628,0.127,18.04452,0.002888,1.211823,0.011874330364880151,0.9974,1
Gaia EDR3 3044448539409248000,-0.011832,0.020219,106.92780517485,-14.12978710137,0.3214,0.1966,-0.347,0.186,0.544,0.2,18.750093,0.003056,1.054054,0.020512679339634028,0.9968,1
Gaia EDR3 3044460320499595136,-0.016995,0.038462,106.9224828146,-14.11154302525,0.1858,0.2691,-0.403,0.252,0.727,0.296,19.202745,0.003262,1.174305,0.031332358296367435,0.993,1
Gaia EDR3 3044448500749554944,0.018975,0.021328,106.95957273131,-14.12867770604,0.1823,0.0948,-0.289,0.091,0.35,0.107,17.614546,0.002847,1.008377,0.00864779002400144,0.9971,1
Gaia EDR3 3044447886577968768,0.002052,-0.005103,106.94212228499,-14.15510874822,0.2171,0.0851,-0.524,0.078,0.596,0.088,17.351631,0.002823,1.25354,0.009392176096692663,0.9975,1
Gaia EDR3 3044448500749549952,0.007241,0.019385,106.94747267252,-14.13062112786,0.2939,0.1189,-0.235,0.107,0.488,0.124,17.960041,0.00288,1.207007,0.011390698337446853,0.9976,1
Gaia EDR3 3044448294591109376,0.018155,0.014766,106.95872830906,-14.13523961595,0.2398,0.1081,-0.207,0.102,0.416,0.114,17.859108,0.002856,0.958746,0.016171512161600236,0.9976,1
Gaia EDR3 3044448298887942272,0.019196,0.004348,106.95980198198,-14.14565757745,0.002,0.1246,-0.455,0.116,0.691,0.133,18.093416,0.002905,1.075674,0.03663192963324389,0.9976,1
Gaia EDR3 3044460324803224832,-0.003722,0.039819,106.93616838393,-14.11018649372,0.1232,0.3721,-0.251,0.387,0.744,0.475,19.585348,0.003549,1.53701,0.0426872522745961,0.9869,1
Gaia EDR3 3044447886571158016,0.002816,-0.004892,106.94290988331,-14.15489771258,0.2846,0.1392,-0.442,0.135,0.665,0.155,18.213003,0.00292,1.058924,0.03329764330622218,0.998,1
Gaia EDR3 3044448466389787520,0.008126,0.009697,106.94838597643,-14.14030888712,-0.0983,0.1093,-0.31,0.107,0.61,0.116,17.85857,0.002886,0.973715,0.01717178643262702,0.998,1
Gaia EDR3 3044460290436619904,-0.017903,0.034317,106.92154527752,-14.11568831057,-0.0304,0.596,-0.264,0.542,0.383,0.631,20.13175,0.004923,1.724981,0.07588799333503413,0.9943,1
Gaia EDR3 3044447886571192192,-0.002974,-0.012835,106.93693858941,-14.16284080592,0.3102,0.5963,-0.213,0.516,0.564,0.618,20.15078,0.004268,1.429449,0.07089053615021224,0.9968,1
Gaia EDR3 3044448088432640128,-0.019135,-0.00085,106.92027258178,-14.15085486342,-0.0219,0.1563,-0.484,0.133,0.661,0.142,18.375097,0.002952,1.144526,0.020335224706003036,0.9958,1
Gaia EDR3 3044448191511835392,0.024847,-0.009554,106.96563165025,-14.15955886025,0.3185,0.1588,-0.267,0.155,0.444,0.174,18.564014,0.002983,1.128595,0.018351749995759815,0.9969,1
Gaia EDR3 3044448127096148608,-0.028189,-0.003127,106.91093440385,-14.15313113212,0.1695,0.0945,-0.569,0.075,0.595,0.083,17.08595,0.00283,1.884918,0.011658271528144375,0.9881,1
Gaia EDR3 3044447882274188416,0.00691,-0.0111,106.94713225233,-14.16110565665,0.2531,0.378,-0.326,0.36,0.766,0.473,19.559662,0.003581,1.357973,0.042540455838621066,0.9961,1
Gaia EDR3 3044448225871593088,0.035014,-0.000818,106.97611630382,-14.15082130371,-0.1434,0.2243,-0.321,0.227,0.541,0.279,18.92183,0.003115,1.197699,0.02628281939282594,0.9956,1
Gaia EDR3 3044447955293745152,-0.033984,-0.023416,106.90495507263,-14.17341913881,-0.0946,0.2576,-0.371,0.22,0.696,0.268,19.037802,0.003188,1.18075,0.029925260675050955,0.981,1
Gaia EDR3 3044447779194934400,-0.000554,-0.029392,106.93943523953,-14.1793978618,0.3095,0.3117,-0.298,0.311,0.335,0.368,19.407099,0.003397,1.454344,0.0369353533008481,0.9943,1
Gaia EDR3 3044447886577968896,0.003301,-0.00579,106.94341101096,-14.15579645166,0.3145,0.2096,-0.14,0.202,0.597,0.222,18.865358,0.003105,1.099756,0.0206972945380679,0.9965,1
Gaia EDR3 3044448500749539072,0.012912,0.014725,106.95332152963,-14.13528109023,0.046,0.2445,-0.298,0.248,0.815,0.308,19.040121,0.003218,1.168921,0.027365991532208984,0.9936,1
Gaia EDR3 3044448294593399040,0.019387,0.014614,106.95999862496,-14.13539108042,-0.0595,0.1377,-0.237,0.145,0.342,0.161,18.261915,0.00294,0.947323,0.018011253679938718,0.9974,1
Gaia EDR3 3044448363310593152,0.049043,0.018478,106.99057965471,-14.13152316605,-0.1216,0.7035,-0.458,0.663,0.41,0.81,20.400726,0.004855,1.142155,0.08217087337947483,0.9892,1
Gaia EDR3 3044448470689766400,0.009189,0.008686,106.9494827383,-14.14131999318,0.3722,0.1737,-0.182,0.172,0.486,0.208,18.447615,0.002987,1.017368,0.03862569228180131,0.9978,1
Gaia EDR3 3044448092736399360,-0.012842,0.004227,106.92676291378,-14.14577876876,0.158,0.1302,-0.284,0.115,0.243,0.129,18.15403,0.002943,1.182186,0.016157794964688457,0.9954,1
Gaia EDR3 3044446924501590528,8.2e-05,-0.043531,106.94009023208,-14.19353701774,0.3701,0.0243,-0.388,0.021,0.363,0.024,15.034965,0.002764,0.77128,0.004916895757317343,0.9878,1
Gaia EDR3 3044448608125505920,0.018043,0.028155,106.95861141876,-14.12184983579,-0.0058,0.42,-0.432,0.438,0.27,0.544,19.857355,0.003827,1.395641,0.050418746702544565,0.9891,1
Gaia EDR3 3044448260231338240,0.014283,0.001829,106.9547364286,-14.14817625816,0.0681,0.1643,-0.557,0.163,0.766,0.173,18.398582,0.003009,1.250435,0.03715514171281388,0.9972,1
Gaia EDR3 3044448470686694528,-0.003393,0.004314,106.93650725429,-14.14569233209,0.0013,0.1854,-0.046,0.159,0.524,0.167,18.58775,0.003057,1.203346,0.06478030465470519,0.9949,1
Gaia EDR3 3044448298887910656,0.028313,0.005499,106.96920413216,-14.14450513582,0.1764,0.0841,-0.302,0.082,0.859,0.094,17.437654,0.002834,1.313595,0.01857023654750576,0.988,1
Gaia EDR3 3044448539406117888,-0.003361,0.019234,106.93654033649,-14.13077208583,0.1954,0.69,-0.207,0.582,0.83,0.722,20.200333,0.004628,1.426794,0.08096927082737997,0.9861,1
Gaia EDR3 3044447469957330816,0.043789,-0.008974,106.98516724123,-14.1589757387,0.4248,0.1146,-0.424,0.114,0.433,0.129,18.081715,0.00289,1.241339,0.014438342319159919,0.9917,1
Gaia EDR3 3044448333254529536,0.047735,0.012308,106.98923171299,-14.13769327764,-0.0786,0.3305,-0.364,0.348,0.269,0.43,19.505424,0.003508,1.305237,0.046534994990987164,0.9901,1
Gaia EDR3 3044448191511845120,0.026453,-0.0057,106.96728761093,-14.15570399295,0.2518,0.2602,-0.066,0.275,0.391,0.342,19.17118,0.003292,1.213921,0.03311266210083398,0.9947,1
Gaia EDR3 3044448264528251136,0.01178,-0.002788,106.95215441914,-14.15279346682,-0.1573,0.5521,-0.144,0.529,0.5,0.685,20.111376,0.004221,1.49371,0.09985694628541748,0.9974,1
Gaia EDR3 3044447886574234368,-0.002972,-0.00388,106.93694085793,-14.15388578087,-0.0784,0.1808,-0.547,0.156,0.765,0.184,18.495573,0.002956,1.273382,0.01884472643695557,0.9968,1
Gaia EDR3 3044448539412994176,-0.019684,0.018378,106.91970783583,-14.13162756206,-0.0083,0.243,-0.577,0.203,0.786,0.217,18.983719,0.003177,1.207546,0.02559759783578154,0.9915,1
Gaia EDR3 3044447023280674048,0.008752,-0.037595,106.94903348577,-14.18760063924,0.4129,0.1194,-0.181,0.117,0.377,0.128,18.15429,0.002905,1.150244,0.016233690129211546,0.991,1
Gaia EDR3 3044448230168434176,0.033315,0.001656,106.97436323766,-14.14834785644,0.3519,0.3646,-0.594,0.363,0.724,0.456,19.612076,0.003699,1.19449,0.04526124599137297,0.9921,1
Gaia EDR3 3044448195808758528,0.022357,-0.006009,106.96306298537,-14.15601422385,-0.1632,0.131,-0.589,0.132,0.659,0.146,18.190748,0.00292,1.154797,0.015008564433096018,0.9956,1
Gaia EDR3 3044448569469042688,0.008689,0.026375,106.94896604599,-14.12363062656,-0.2527,0.1749,-0.421,0.163,0.648,0.186,18.635881,0.003022,1.083786,0.020232382362247156,0.9966,1
Gaia EDR3 3044447950993634944,-0.027045,-0.024473,106.91211146304,-14.17447718365,0.4618,0.5257,-0.32,0.476,0.327,0.58,20.0339,0.004271,1.30543,0.04995034214183797,0.9831,1
Gaia EDR3 3044460496598509824,-0.012214,0.050233,106.92741232931,-14.09977271882,0.3551,0.2739,-0.291,0.274,0.212,0.337,19.179407,0.003209,1.212395,0.03259926647395438,0.9817,1
Gaia EDR3 3044459912479592704,-0.032115,0.018853,106.90688893603,-14.13115060988,-0.0686,0.1159,-0.079,0.099,0.286,0.108,17.658623,0.002902,1.234127,0.015475272243137186,0.9892,1
Gaia EDR3 3044459912486569472,-0.035809,0.017166,106.90307945945,-14.13283675206,0.2749,0.3941,-0.064,0.395,0.251,0.472,19.683567,0.003561,1.490219,0.06334862158172617,0.9855,1
Gaia EDR3 3044447817851677184,0.013034,-0.011281,106.95344829325,-14.16128644276,-0.0414,0.5969,-0.663,0.597,0.797,0.727,20.204115,0.004377,,,0.9889,1
Gaia EDR3 3044448500752601600,0.014133,0.023903,106.9545797733,-14.12610209218,-0.162,0.167,0.022,0.177,0.463,0.207,18.322206,0.003122,1.333635,0.015789073198076417,0.9919,1
Gaia EDR3 3044448603828792192,0.027581,0.031402,106.96844595584,-14.1186024629,0.0965,0.1326,-0.02,0.127,0.201,0.144,18.239841,0.002914,1.099579,0.014832169045620302,0.9923,1
Gaia EDR3 3044448500749541248,0.004792,0.015822,106.94494767068,-14.13418422402,0.0098,0.2353,-0.633,0.234,0.904,0.292,18.948328,0.003167,1.126537,0.02169786832679921,0.9911,1
Gaia EDR3 3044448298887941504,0.016009,0.007046,106.95651514572,-14.14295898991,-0.1563,0.3134,-0.621,0.322,0.865,0.399,19.393263,0.003376,1.3528,0.03970368703730012,0.9944,1
Gaia EDR3 3044447882274186368,0.003235,-0.010604,106.94334280022,-14.16060966342,-0.0386,0.4657,-0.217,0.41,0.061,0.5,19.8694,0.003953,1.392927,0.04961393198188636,0.994,1
Gaia EDR3 3044448397670351872,0.033755,0.027212,106.97481351987,-14.12279201158,0.4501,0.185,-0.433,0.179,0.934,0.201,18.775187,0.003056,1.398209,0.021283839182964344,0.9803,1
Gaia EDR3 3044448264535084928,0.013597,-0.001544,106.95402831948,-14.1515500181,0.3969,0.1505,-0.518,0.138,0.961,0.161,18.364635,0.002933,1.155594,0.017801269993269215,0.9937,1
Gaia EDR3 3044447813554694016,0.005381,-0.018452,106.94555640965,-14.16845793106,0.5466,0.2674,-0.408,0.253,0.209,0.297,19.216906,0.003262,1.323469,0.031360278137696436,0.9927,1
Gaia EDR3 3044448260231328896,0.020511,-0.001779,106.96115943603,-14.15178361971,0.5093,0.2246,-0.366,0.236,0.937,0.285,18.87783,0.003146,1.508882,0.02806212058812574,0.9885,1
Gaia EDR3 3044448539409241600,-0.001838,0.01832,106.93811115509,-14.13168586307,0.0209,0.2008,-0.109,0.189,0.044,0.214,18.862104,0.003102,1.068131,0.022492171151418595,0.9918,1
Gaia EDR3 3044447886571169408,-0.000527,-0.006244,106.9394626152,-14.15625034363,0.3884,0.6406,-0.115,0.541,0.055,0.654,20.113142,0.004436,1.436775,0.06509194416607117,0.9942,1
Gaia EDR3 3044460320499590528,-0.010989,0.037856,106.9286752982,-14.11214960218,0.5204,0.461,-0.624,0.454,0.893,0.535,19.95744,0.003972,1.366274,0.05931384614987459,0.9814,1
Gaia EDR3 3044448500752600960,0.002906,0.019798,106.94300239199,-14.13020774727,0.0419,0.2167,0.096,0.2,0.026,0.232,18.7985,0.003085,1.658855,0.029187692220065828,0.9817,1
Gaia EDR3 3044448225871611008,0.030613,0.000937,106.9715771636,-14.14906731465,0.4837,0.3638,0.084,0.364,0.148,0.485,19.505173,0.00373,1.042059,0.06362580425764082,0.989,1
