_r _x _y _p EDR3Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS Source SolID RandomI Epoch Plx e_Plx RPlx PM pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF nueff pscol e_pscol RApscolCorr DEpscolCorr PlxpscolCorr pmRApscolCorr pmDEpscolCorr MatchObsA Nper amax MatchObs NewMatchObs MatchObsrm IPDgofha IPDgofhp IPDfmp IPDfow RUWE SDSk1 SDSk2 SDSk3 SDSk4 SDMk1 SDMk2 SDMk3 SDMk4 Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag NBPcont NBPblend NRPcont NRPblend Mode E_BP_RP_ BP-RP BP-G G-RP RVDR2 e_RVDR2 o_RVDR2 Tefftemp loggtemp __Fe_H_temp GLON GLAT ELON ELAT PS1 SDSSDR13 SkyMapper2 URAT1 GmagCorr e_GmagCorr FGCorr E_BP_RP_Corr RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 RADEcorJ2000 BPmag-RPmag e_BPmag-RPmag
0.196516 0.133284 -0.144408 137.3 "Gaia EDR3 3129410963981629568" 102.70893098791 0.1192 5.60557022730 0.1171 3129410963981629568 1636042515805110273 1427135675 2016.0 0.1072 0.1390 0.7708 0.496 0.169 0.156 0.466 0.132 -0.2147 0.0525 -0.0377 0.2360 -0.3086 0.1628 -0.1976 0.2336 -0.0117 -0.2312 216 0 215 1 3.1557 292.96 0.491 2.2 31 0 1.473 "" "" "" "" "" "" "" 25 17 0.22889 25 7 0 0.059 1.0e+02 0 0 1.156 0.28 0.21 0.34 0.84 -62.236 28.606 -25.114 -39.207 0 212 1294 1.844 701.596 17.907778 0.003160 22 587.5 10.82 54.267 18.416094 0.020201 25 1005 9.054 111.036 17.242120 0.010483 0 1 0 1 0 1.231 1.173973 0.508316 0.665657 "" "" 0 "" "" "" 207.8715837988 2.4193463066 103.2534883887 -17.2509012128 114721027089367149 "" "" 479084853 17.907778 0.003160 1294 -0.003 102.70893023367 2.4958 5.60556815590 2.1390 -0.2483 1.1739401148162045 0.022758597322631312
0.202044 0.137306 -0.148220 137.2 "Gaia EDR3 3129410963981629952" 102.71297076428 0.0385 5.60175765271 0.0366 3129410963981629952 1636042515805110273 954665461 2016.0 0.3554 0.0433 8.1997 1.172 -1.001 0.048 0.608 0.040 -0.1414 0.0303 -0.0064 0.2645 -0.2975 0.2251 -0.2395 0.1511 0.1140 -0.1650 229 0 226 3 2.2442 282.79 0.164 2.7 31 0 1.520 "" "" "" "" "" "" "" 26 17 0.069175 26 8 0 0.069 1e+02 0 0 1.107 0.25 0.17 0.31 0.85 -70.082 20.870 -23.647 -38.999 0 224 8929 4.198 2126.928 15.810336 0.002802 25 4465 22.7 196.689 16.213920 0.006185 23 6414 13.23 484.919 15.230025 0.004393 0 3 0 3 0 1.218 0.983895 0.403584 0.580311 "" "" 0 "" "" "" 207.8768116706 2.4211950918 103.2580464356 -17.2543292757 114721027129652581 "" "" 479084867 15.810336 0.002802 8929 0.003 102.71297523546 0.7662 5.60175494874 0.6577 -0.1883 0.9838932942089045 0.007586334305779326
0.191964 0.127365 -0.143626 138.4 "Gaia EDR3 3129410963981634048" 102.70298400338 0.1295 5.60635408567 0.1264 3129410963981634048 1636042515805110273 112599425 2016.0 0.0221 0.1484 0.1489 1.295 -0.274 0.162 1.265 0.143 -0.2247 -0.0888 -0.0852 0.1676 -0.2786 0.1299 -0.1931 0.1311 0.0054 -0.2562 227 0 226 1 0.7944 247.79 0.293 0.58 31 0 1.454 "" "" "" "" "" "" "" 26 17 0.24198 26 9 0 0.055 1.0e+02 0 0 1.036 0.23 0.23 0.32 0.85 -82.921 30.177 -20.210 -38.970 0 225 972.3 1.817 535.030 18.217838 0.003422 22 413 10.11 40.872 18.798550 0.026710 20 794.9 5.491 144.780 17.497055 0.008398 0 1 0 1 0 1.242 1.301495 0.580711 0.720783 "" "" 0 "" "" "" 207.8681929165 2.4144304209 103.2472419341 -17.2506628558 114721027029798095 "" "" 479084837 18.217838 0.003422 972.3 -0.005 102.70298522747 2.6037 5.60634846140 2.3161 -0.2676 1.3015022915687808 0.028000216716312254
0.199701 0.144748 -0.137580 133.5 "Gaia EDR3 3129410994042856064" 102.72045163912 0.4073 5.61239565933 0.4423 3129410994042856064 1636042515805110273 248464923 2016.0 0.7027 0.5140 1.3673 1.186 -0.965 0.481 -0.690 0.433 -0.4172 0.2937 -0.0540 0.1931 -0.5433 0.1013 -0.1233 0.1502 -0.0526 -0.2581 194 0 192 2 -0.5043 185.78 0.000 0 31 0 1.406 "" "" "" "" "" "" "" 22 15 0.72445 22 6 0 0.095 1e+02 0 0 0.972 0.36 0.33 0.43 0.82 -58.454 36.150 -26.719 -39.416 0 189 229.6 1.172 195.885 19.785042 0.006190 17 74.6 7.113 10.489 20.656702 0.103554 18 193.8 8.305 23.333 19.029630 0.046685 0 0 0 1 0 1.169 1.627071 0.871660 0.755411 "" "" 0 "" "" "" 207.8707132720 2.4326612439 103.2647879860 -17.2430534639 114731027204415347 "" "" "" 19.785042 0.006190 229.6 -0.117 102.72045594913 7.7331 5.61239872588 7.0042 -0.2723 1.627072040211548 0.11359050092743748
0.195824 0.147807 -0.128453 131.0 "Gaia EDR3 3129410998336422144" 102.72352727619 0.3385 5.62152219905 0.3626 3129410998336422144 1636042515805110273 668259516 2016.0 0.1119 0.4281 0.2615 2.215 -1.748 0.394 -1.360 0.377 -0.4891 0.3614 -0.0337 0.2447 -0.5462 0.0703 -0.1459 0.2171 0.0096 -0.3341 177 0 177 0 -0.0946 177.81 0.000 0 95 0 "" 1.3612 0.0955 -0.314 0.215 -0.380 -0.120 -0.177 20 14 0.62343 20 5 0 0.11 1e+02 0 0 0.993 0.32 0.42 0.38 0.87 -69.883 41.923 -26.779 -40.593 0 177 319.4 1.245 256.655 19.426414 0.005049 13 131.5 12.59 10.450 20.041052 0.103940 12 319.2 8.583 37.188 18.487835 0.029439 0 0 0 0 0 1.411 1.553217 0.614637 0.938580 "" "" 0 "" "" "" 207.8639682427 2.4395350655 103.2671028624 -17.2336846538 114741027235336274 "" "" "" 19.424607 0.005043 320 0.134 102.72353508315 6.3175 5.62152824135 6.0903 -0.3483 1.55322238354222 0.10802735767167787
0.203317 0.146551 -0.140927 133.9 "Gaia EDR3 3129410998336456576" 102.72226280569 0.6570 5.60904806605 0.6421 3129410998336456576 1636042515805110273 1729221119 2016.0 -1.5293 0.8138 -1.8792 2.316 2.163 0.895 0.826 0.783 -0.1390 0.0631 0.1308 0.2181 -0.2051 0.1392 0.0827 0.3258 -0.0970 -0.0648 149 0 148 1 1.2180 169.50 0.000 0 95 0 "" 1.7692 0.2161 -0.166 0.029 -0.336 -0.222 -0.079 17 12 1.2673 17 3 0 0.03 89 0 0 1.071 0.34 0.33 0.39 0.88 -92.263 41.520 -21.623 -40.643 0 148 123.2 1.06 116.228 20.461130 0.009739 11 40.59 6.252 6.492 21.317580 0.167275 13 103.3 10.53 9.810 19.713095 0.110743 0 0 0 0 0 1.168 1.604485 0.856449 0.748035 "" "" 0 "" "" "" 207.8745177823 2.4327456721 103.2669888444 -17.2462216276 114731027222361335 "" "" "" 20.458612 0.009719 123.4 -0.115 102.72225314425 14.2562 5.60904439618 12.4857 -0.0829 1.604509611924481 0.20061020458014542
0.193934 0.137992 -0.136267 134.6 "Gaia EDR3 3129410998336465664" 102.71366306449 24.3465 5.61371078703 30.2886 3129410998336465664 1636042515805110273 1615372302 2016.0 "" "" "" "" "" "" "" "" -0.9974 "" "" "" "" "" "" "" "" "" 62 0 62 0 0.9774 67.34 1.913 0.35 3 0 "" "" "" "" "" "" "" "" 7 5 148.34 7 0 0 0.47 98 0 0 "" 0.13 0.7 0.2 0.95 -29.303 45.347 -41.881 -42.639 0 61 102.1 1.819 56.145 20.664642 0.019533 5 76.25 17.39 4.386 20.632870 0.247586 4 77.72 1.515 51.312 20.021597 0.021495 0 0 0 0 0 1.508 0.611273 -0.031773 0.643045 "" "" 0 "" "" "" 207.8664678680 2.4272406932 103.2576175849 -17.2423633082 114731027136696944 "" "" "" 20.664642 0.019533 102.1 0.322 102.71366306449 24.3465 5.61371078703 30.2886 -0.9974 0.6112800123521716 0.2485213150220077
0.196285 0.139520 -0.138066 134.7 "Gaia EDR3 3129410998336466304" 102.71519810954 0.7467 5.61191153005 0.7784 3129410998336466304 1636042515805110273 1429622859 2016.0 1.2181 0.8746 1.3928 0.629 -0.314 1.021 -0.545 0.892 -0.5257 0.3331 0.3581 -0.2092 -0.5338 -0.2275 0.2705 0.1557 -0.1062 -0.5003 165 0 163 2 -0.4756 157.66 0.000 0 95 0 "" 1.4149 0.1901 -0.325 0.185 -0.376 -0.283 0.051 19 12 1.6837 19 3 0 0.16 1e+02 1 0 0.971 0.36 0.41 0.43 0.88 -77.378 40.813 -25.136 -40.947 0 161 132 1.094 120.585 20.386282 0.009416 14 51.36 5.576 9.210 21.062021 0.117921 18 114.1 9.358 12.192 19.604813 0.089134 0 0 0 0 1 1.254 1.457209 0.675739 0.781469 "" "" 0 "" "" "" 207.8687669012 2.4277839032 103.2593831236 -17.2440149505 114731027152254808 "" "" "" 20.385719 0.009412 132 -0.011 102.71519951095 16.0879 5.61191395043 14.0803 -0.4938 1.4572453365672793 0.14781695234116082
0.205449 0.146076 -0.144467 134.7 "Gaia EDR3 3129410998336467840" 102.72178463237 1.8481 5.60550819375 1.8544 3129410998336467840 1636042515805110273 524605785 2016.0 "" "" "" "" "" "" "" "" -0.8237 "" "" "" "" "" "" "" "" "" 95 0 95 0 2.1995 122.03 2.429 0.96 3 0 "" "" "" "" "" "" "" "" 11 9 5.2055 11 4 0 0.2 1.1e+02 0 0 "" 0.16 0.68 0.24 0.85 -57.742 42.792 -26.710 -41.961 0 93 100.7 1.261 79.908 20.679365 0.013864 10 44.13 8.812 5.008 21.226812 0.216837 11 65.42 8.921 7.333 20.208626 0.148109 0 0 0 0 0 1.087 1.018187 0.547447 0.470739 "" "" 0 "" "" "" 207.8774574526 2.4307131716 103.2668326309 -17.2497902276 114721027218027105 "" "" "" 20.679365 0.013864 100.7 -0.131 102.72178463237 1.8481 5.60550819375 1.8544 -0.8237 1.018186645569095 0.2625901848299506
0.196507 0.148394 -0.128819 131.0 "Gaia EDR3 3129410998341348480" 102.72411712808 0.2852 5.62115612851 0.3125 3129410998341348480 1636042515805110273 268600490 2016.0 0.7216 0.3666 1.9683 4.163 -2.478 0.335 -3.346 0.319 -0.5013 0.3419 -0.0517 0.2881 -0.5537 0.0838 -0.1801 0.2431 0.0303 -0.3115 177 0 177 0 0.0132 177.88 0.339 0.26 95 0 "" 1.4214 0.0811 -0.315 0.222 -0.398 -0.131 -0.177 20 14 0.52794 21 5 0 0.15 98 0 0 0.999 0.32 0.42 0.38 0.87 -69.882 41.923 -26.779 -40.593 0 175 400.4 1.41 283.982 19.181215 0.004713 19 134.8 7.615 17.695 20.014690 0.061423 18 377.1 6.627 56.909 18.306705 0.019449 0 0 0 0 0 1.278 1.707985 0.833475 0.874510 "" "" 0 "" "" "" 207.8645616188 2.4398916288 103.2677500382 -17.2339953343 114741027241185875 "" "" "" 19.177176 0.004701 401.9 -0.017 102.72412819272 5.3794 5.62117099888 5.1620 -0.3280 1.708023678845965 0.06442945207178766
0.197696 0.146126 -0.133158 132.3 "Gaia EDR3 3129410998341352960" 102.72183686108 0.1379 5.61681751042 0.1369 3129410998341352960 1636042515805110273 952873973 2016.0 0.0146 0.1709 0.0853 0.159 -0.027 0.180 -0.156 0.146 -0.2712 0.1477 0.0482 0.2190 -0.3792 0.0895 -0.1528 0.3413 -0.0492 -0.2791 203 0 202 1 12.1544 571.15 0.950 16 31 0 1.515 "" "" "" "" "" "" "" 23 15 0.26626 23 6 0 0.09 1.2e+02 0 0 1.669 0.31 0.27 0.38 0.84 -64.283 35.009 -25.179 -39.657 0 197 2032 5.502 369.252 17.417774 0.004030 22 1034 9.399 110.041 17.801983 0.010254 21 1492 11.85 125.903 16.813408 0.009415 0 2 0 1 0 1.244 0.988575 0.384209 0.604366 "" "" 0 "" "" "" 207.8673977901 2.4358986271 103.2658007107 -17.2385238144 114741027218450642 "" "" 479084896 17.417774 0.004030 2032 0.028 102.72183698199 2.8782 5.61681820519 2.3642 -0.2928 0.9886302404323004 0.01392090410992126
0.202755 0.149732 -0.136711 132.4 "Gaia EDR3 3129410998341353088" 102.72545998274 0.0802 5.61326352002 0.0809 3129410998341353088 1636042515805110273 1148754933 2016.0 0.2955 0.0994 2.9727 2.269 -1.769 0.105 -1.422 0.088 -0.2560 0.0872 0.0061 0.2064 -0.3689 0.0863 -0.1392 0.3179 -0.0900 -0.2779 203 0 203 0 -1.1996 181.86 0.000 0 31 0 1.472 "" "" "" "" "" "" "" 23 15 0.15644 23 6 0 0.07 1e+02 1 0 0.939 0.31 0.27 0.37 0.84 -62.177 34.570 -25.648 -39.695 0 203 2085 2.212 942.569 17.389658 0.002986 21 926.9 8.306 111.594 17.920961 0.010122 22 1643 12.31 133.548 16.708517 0.008965 0 0 0 0 0 1.233 1.212444 0.531303 0.681141 "" "" 0 "" "" "" 207.8722064953 2.4374956052 103.2699015021 -17.2417320611 114731027254706379 "" "" 479084911 17.389658 0.002986 2085 -0.005 102.72546788286 1.6829 5.61326983787 1.4266 -0.2904 1.2124227033290431 0.013521389110168857
0.195092 0.139144 -0.136747 134.5 "Gaia EDR3 3129410998341359360" 102.71482045417 0.0364 5.61322969736 0.0340 3129410998341359360 1636042515805110273 681848297 2016.0 0.2842 0.0405 7.0170 0.682 0.041 0.045 0.681 0.041 -0.1330 0.0764 -0.0059 0.2303 -0.2230 0.1930 -0.1588 0.1502 0.1571 -0.2120 211 0 211 0 2.0116 259.79 0.143 2.1 31 0 1.504 "" "" "" "" "" "" "" 24 17 0.066559 24 7 0 0.1 1e+02 0 0 1.099 0.2 0.16 0.25 0.88 -67.692 23.752 -27.544 -39.849 0 210 9875 4.482 2203.523 15.701001 0.002799 23 4785 15.13 316.201 16.138803 0.004424 23 7321 15.03 486.971 15.086491 0.004388 0 0 0 0 0 1.226 1.052313 0.437802 0.614511 "" "" 0 "" "" "" 207.8674206958 2.4280481146 103.2588647226 -17.2427367879 114731027148296338 "" "" 479084870 15.701001 0.002799 9875 0.004 102.71482027178 0.7173 5.61322667086 0.6620 -0.2315 1.0523303190984432 0.006231330389874903
0.184199 0.107383 -0.149660 144.3 "Gaia EDR3 3129411062762302592" 102.68290401381 0.1158 5.60032395107 0.1355 3129411062762302592 1636042515805110273 460932478 2016.0 0.4643 0.1512 3.0705 0.674 -0.331 0.147 -0.587 0.124 -0.4814 0.2219 -0.0238 0.0724 -0.6094 -0.1009 -0.1925 0.2200 0.0911 -0.3782 176 0 175 1 -1.5649 148.35 0.000 0 31 0 1.459 "" "" "" "" "" "" "" 20 14 0.22365 22 6 0 0.061 99 0 0 0.914 0.36 0.37 0.5 0.82 -69.650 36.364 -24.282 -38.967 0 174 1602 2.227 719.462 17.675652 0.003142 16 695.2 15.83 43.921 18.233347 0.024877 17 1303 16.94 76.880 16.960820 0.014619 0 0 0 0 0 1.247 1.272528 0.557695 0.714832 "" "" 0 "" "" "" 207.8644792023 2.3938888281 103.2269818662 -17.2584966395 114721026828960858 "" "" 479084752 17.675652 0.003142 1602 0.003 102.68290549008 2.3585 5.60032656067 2.0102 -0.3699 1.2725613508887257 0.02885422371486339
